turn,board_state,winner
W,"['OOOOOOOOB', 'OOBOOOOOO', 'OOOOWOBOO', 'OOBBKBOOO', 'OOOOTBOOB', 'OOOBBBOOO', 'OOBOOOBOO', 'OOWOOOOOO', 'OOOOOOOOB']",BW
B,"['OOOOOOOOB', 'OOBOOOOOO', 'OOOOWOBOO', 'OOBBKBOOO', 'OOOOTBOOB', 'OOOBBBOOO', 'OOBOOOBOO', 'OWOOOOOOO', 'OOOOOOOOB']",BW
W,"['OOOOOOOOB', 'OOOOOOOOO', 'OOBOWOBOO', 'OOBBKBOOO', 'OOOOTBOOB', 'OOOBBBOOO', 'OOBOOOBOO', 'OWOOOOOOO', 'OOOOOOOOB']",BW
B,"['OOOOOOOOB', 'OOOOOOOOO', 'OOBOWOBOO', 'OOBBKBOOO', 'OOOOTBOOB', 'OOOBBBOOO', 'OOBOOOBOO', 'OOWOOOOOO', 'OOOOOOOOB']",BW
W,"['OOOOOOOOB', 'OOOOOOOOO', 'OOBOWOBOO', 'OOBBKBOOO', 'OOOOTBOOB', 'OOOBBBOOO', 'OOBOOOBOO', 'OOWOOOOOO', 'OOOOOOBOO']",BW
B,"['OOOOOOOOB', 'OOOOOOOOO', 'OOBOWOBOO', 'OOBBKBOOO', 'OOOOTBOOB', 'OOOBBBOOO', 'OOBOOOBOO', 'WOOOOOOOO', 'OOOOOOBOO']",BW
W,"['OOOOOOOOB', 'OOOOOOOOO', 'OOOBWOBOO', 'OOBBKBOOO', 'OOOOTBOOB', 'OOOBBBOOO', 'OOBOOOBOO', 'WOOOOOOOO', 'OOOOOOBOO']",BW
B,"['OOOOOOOOB', 'OOOOOOOOO', 'OOOBWOBOO', 'OOBBKBOOO', 'OOOOTBOOB', 'OOOBBBOOO', 'OOBOOOBOO', 'OWOOOOOOO', 'OOOOOOBOO']",BW
W,"['OOOOOOOOB', 'OOOOOOOOO', 'OOBBWOBOO', 'OOOBKBOOO', 'OOOOTBOOB', 'OOOBBBOOO', 'OOBOOOBOO', 'OWOOOOOOO', 'OOOOOOBOO']",BW
B,"['OOOOOOOOB', 'OOOOOOOOO', 'OOBBWOBOO', 'OOOBKBOOO', 'OOOOTBOOB', 'OOOBBBOOO', 'OOBOOOBOO', 'WOOOOOOOO', 'OOOOOOBOO']",BW
W,"['OOOOOOOOB', 'OOOOOOOOO', 'OOBBOBOOO', 'OOOBKBOOO', 'OOOOTBOOB', 'OOOBBBOOO', 'OOBOOOBOO', 'WOOOOOOOO', 'OOOOOOBOO']",BW
B,"['OOOOOOOOB', 'OOOOOOOOO', 'OOBBOBOOO', 'OOOBKBOOO', 'OOOOTBOOB', 'OOOBBBOOO', 'WOBOOOBOO', 'OOOOOOOOO', 'OOOOOOBOO']",BW
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
B,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BWOOOOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BWOOBOOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
B,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BOWOBOOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BOWOBBOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
B,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BWOOBBOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BOBOOBOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
B,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBWWTWWBB', 'BOBOKBOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWBOOO', 'BBWWTOWBB', 'BOBOKBOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
B,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWBOOO', 'BBWWTOOBB', 'BOBOKOWOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
W,"['OOOOBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOBOBOOO', 'BBWWTOOBB', 'BOBOKOWOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
B,"['OOOOBBOOO', 'OOOOBOOOO', 'OOOWOOOOO', 'BOOOOBOOO', 'BBWWTOOBB', 'BOBOKOWOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
W,"['OOOOBBOOO', 'OOOOBOOOO', 'OOOWOOOOO', 'OOBOOBOOO', 'BBOWTOOBB', 'BOBOKOWOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
B,"['OOOOBBOOO', 'OOOOBOOOO', 'OOOWOOOOO', 'OOBOOBOOO', 'BBOOTOOBB', 'BOBWKOWOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
W,"['OOOOBBOOO', 'OOOOBOOOO', 'OOOWOOOOO', 'OOBOOBOOO', 'BBOOTOOBB', 'BOBWKOWOO', 'OOOBOOOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
B,"['OOOOBBOOO', 'OOOOBOOOO', 'OOOWOOOOO', 'OOBOOBOOO', 'BBOWTOOBB', 'BOBOKOWOO', 'OOOBOOOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
W,"['OOOOBBOOO', 'OOOOBOOOO', 'OOOWOOOOO', 'OOBOOBOOO', 'BBOWTOOBB', 'BOOBKOWOO', 'OOOBOOOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
B,"['OOOOBBOOO', 'OOOOBOOOO', 'OOOWOOOOO', 'OOBOOBOOO', 'BBOWTOOBB', 'BOOBOKWOO', 'OOOBOOOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
W,"['OOOOBBOOO', 'OOOOBOOOO', 'OOOWOOOOO', 'OOOBOBOOO', 'BBOOTOOBB', 'BOOBOKWOO', 'OOOBOOOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
B,"['OOOOBBOOO', 'OOOOBOOOO', 'OOOWOOOOO', 'OOOBOBOOO', 'BBOOTOOBB', 'BOOBOOWOO', 'OOOBOKOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
W,"['OOOOBBOOO', 'OOOOBOOOO', 'OOOWOOOOO', 'OOOBOBOOO', 'BBOOTOOOB', 'BOOBOOWOO', 'OOOBOKOBO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
B,"['OOOOBBOOO', 'OOOOBOOOO', 'OOOOOOWOO', 'OOOBOBOOO', 'BBOOTOOOB', 'BOOBOOWOO', 'OOOBOKOBO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
W,"['OOOOBBOOO', 'OOOOBOOOO', 'OOOOOOWOO', 'OOOBOBOOO', 'BBOOTOOOB', 'BOOOOBWOO', 'OOOBOKOBO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
B,"['OOOOBBOOO', 'OOOOBOOOO', 'OOOOOOWOO', 'OOOBOBOOO', 'BBOOTOOOB', 'BOOOOBWOO', 'OOOBOOKBO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
B,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BWOOOOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BWOOBOOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
B,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BOWOBOOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BOWBOOOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
B,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBWWTWWBB', 'BOWOKOOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BOWWTWWBB', 'BBWOKOOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
B,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BOWWTWWBB', 'BBWOOOOOO', 'OOOOKOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BOWWTWWBB', 'BBOBOOOOO', 'OOOOKOOOO', 'OOOOBOOOO', 'OOOOBBOOO']",WW
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
B,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOOWOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOOOOOO', 'OOOOBWOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
B,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOOOOOO', 'OOOWOWOOB', 'BBWOKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
W,"['OOOBBBOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOWOWOOB', 'BBWOKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
B,"['OOOBBBOOO', 'OOOOOOOOO', 'OOOOOOOOO', 'OOOWKWOOB', 'BBWOTWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
W,"['OOOOBBOOO', 'OOOOOOOOO', 'OOOBOOOOO', 'OOOWKWOOB', 'BBWOTWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
B,"['OOOOBBOOO', 'OOOOOOOOO', 'OOOBOOOOO', 'OOOOKWOOB', 'BBWOTWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOWBOOOO', 'OOOBBBOOO']",WW
W,"['OOOOBBOOO', 'OOOOOOOOO', 'OOOOOOOOO', 'OOOBKWOOB', 'BBWOTWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOWBOOOO', 'OOOBBBOOO']",WW
B,"['OOOOBBOOO', 'OOOOOOOOO', 'OOOOOOOOO', 'OOWOKWOOB', 'BBOOTWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOWBOOOO', 'OOOBBBOOO']",WW
W,"['OOOOBOOOO', 'OOOOOOOOO', 'OOOOOBOOO', 'OOWOKWOOB', 'BBOOTWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOWBOOOO', 'OOOBBBOOO']",WW
B,"['OOOOBOOOO', 'OOOOOOOOO', 'OOOOKBOOO', 'OOWOOWOOB', 'BBOOTWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOWBOOOO', 'OOOBBBOOO']",WW
W,"['OOOOBOOOO', 'OOOOOOOOO', 'OBOOKBOOO', 'OOWOOWOOB', 'BOOOTWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOWBOOOO', 'OOOBBBOOO']",WW
B,"['OOOOBOOOO', 'OOOOOOOOO', 'OBOOKOWOO', 'OOWOOWOOB', 'BOOOTWOBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOWBOOOO', 'OOOBBBOOO']",WW
W,"['OOOOBOOOO', 'OOOOOOOOO', 'OBOOKOWOO', 'OOWOOWOOB', 'BOOOTOBOB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOWBOOOO', 'OOOBBBOOO']",WW
B,"['OOOOBOOOO', 'OOOOOOOOO', 'OBKOOOWOO', 'OOWOOWOOB', 'BOOOTOBOB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOWBOOOO', 'OOOBBBOOO']",WW
W,"['OOOOBOOOO', 'OOOOOOOOO', 'OBKOOOWOO', 'OOWOOWOOB', 'BOOOTOBOB', 'BOOOWOBOO', 'OOOOWOOOO', 'OOOWBOOOO', 'OOOBBBOOO']",WW
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
B,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOWOOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
W,"['OOOBBBOOO', 'OOOOOBOOO', 'OOOOWOOOO', 'BOOWOOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
B,"['OOOBBBOOO', 'OOOOOOOOO', 'OOOOOWOOO', 'BOOWOOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
W,"['OOOBBBOOO', 'OOOOOOOOO', 'OOOOOWOOO', 'BOOWOOOOB', 'BBWWKWWOB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOBO', 'OOOBBBOOO']",WW
B,"['OOOBBBOOO', 'OOOOOOOOO', 'OOOOOWOOO', 'BOOWKOOOB', 'BBWWTWWOB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOBO', 'OOOBBBOOO']",WW
W,"['OOOBBBOOO', 'OOOOOOOOO', 'OOOOOWOOO', 'BOOWKOOOB', 'BBWWTWWOB', 'BOOOWOBOO', 'OOOOWOOOO', 'OOOOBOOBO', 'OOOBBBOOO']",WW
B,"['OOOBBBOOO', 'OOOOOOOOO', 'OOOOOWOOO', 'BOOWOOOKB', 'BBWWTWWOB', 'BOOOWOBOO', 'OOOOWOOOO', 'OOOOBOOBO', 'OOOBBBOOO']",WW
W,"['OOOBBBOOO', 'OOOOOOOOO', 'OOOOOWOOO', 'BOOWOOOKB', 'BOWWTWWOB', 'BOOOWOBOO', 'OBOOWOOOO', 'OOOOBOOBO', 'OOOBBBOOO']",WW
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
B,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOWOOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOWOOOOO', 'OOOBWOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
B,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOWOOOOO', 'OOWOWOOOB', 'BBOWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
W,"['OOOBBBOOO', 'OBOOOOOOO', 'OOOWOOOOO', 'OOWOWOOOB', 'BBOWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
B,"['OOOBBBOOO', 'OBOOOOOOO', 'OOOWOOOOO', 'OOWOOWOOB', 'BBOWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
W,"['OOOBBOBOO', 'OBOOOOOOO', 'OOOWOOOOO', 'OOWOOWOOB', 'BBOWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
B,"['OOOBBOBOO', 'OBOOOOOOO', 'OOOWKOOOO', 'OOWOOWOOB', 'BBOWTWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
W,"['OOOBBOBOO', 'OBOOOOOOO', 'OOOWKOOOO', 'OOWOOWOBB', 'BBOWTWWOB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
B,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOWOOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
W,"['OOOBBBOOO', 'OOOOOOOOO', 'OOOWBOOOO', 'BOOOOOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
B,"['OOOBBBOOO', 'OOOOOOOOO', 'OOOWOOOOO', 'BOOOKOOOB', 'BBWWTWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
W,"['OOOBBBOOO', 'OOOOOOOOO', 'OOOWOOOOO', 'OOOBKOOOB', 'BBWWTWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
B,"['OOOBBBOOO', 'OOOOOOOOO', 'OOOWOOOOO', 'OOWOKOOOB', 'BBOWTWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
W,"['OOOBBBOOO', 'OOOOOOOOO', 'OOOWOOOOO', 'OOWOKOOOB', 'BOBOTWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
B,"['OOOBBBOOO', 'OOOOOOOOO', 'OOOWOOOOO', 'OOWOOOKOB', 'BOBOTWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
W,"['OOOBBOBOO', 'OOOOOOOOO', 'OOOWOOOOO', 'OOWOOOKOB', 'BOBOTWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
B,"['OOOBBOBOO', 'OOOOOOOOO', 'OOOWOOKOO', 'OOWOOOOOB', 'BOBOTWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
B,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBWOKWWBB', 'BOOWWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
W,"['OOOOBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBOBKWWBB', 'BOOWWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
B,"['OOOOBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOWOOOOB', 'BBOOKWWBB', 'BOOWWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
W,"['OOOOBBOOO', 'OOOOBOOOO', 'OOOOOOOOO', 'BOOWBOOOO', 'BBOOKWWBB', 'BOOWWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
B,"['OOOOBBOOO', 'OOOOBOOOO', 'OOOOOOOOO', 'BOOWBOOOO', 'BBKOTWWBB', 'BOOWWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
W,"['OOOOBBOOO', 'OOOOBOOOO', 'OOOOOOOOO', 'BOOWBOOOO', 'BBKOTWWBB', 'BOOWWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'BOOOBBOOO']",WW
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
B,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOWOOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
W,"['OOOBBBOOO', 'OOBOOOOOO', 'OOOWOOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
B,"['OOOBBBOOO', 'OOBOOOOOO', 'OOOWOOOOO', 'BOOOWOOOB', 'BBWOKWWBB', 'BOOWWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
W,"['OOOBBBOOO', 'OOBOOOOOO', 'OOOWOOOOO', 'BOOOWOOOB', 'BBWOKWWBB', 'BOOWWOOOB', 'OOOOWOOOO', 'OOBOOOOOO', 'OOOBBBOOO']",
B,"['OOOBBBOOO', 'OOBOOOOOO', 'OOOWOOOOO', 'BOOOOWOOB', 'BBWOKWWBB', 'BOOWWOOOB', 'OOOOWOOOO', 'OOBOOOOOO', 'OOOBBBOOO']",
W,"['OOOBBBOOO', 'OOBOOOOOO', 'OOOWOOOOO', 'BOOOOWOOB', 'BBWOKWWOB', 'BOOWWOOOB', 'OOOOWOOBO', 'OOBOOOOOO', 'OOOBBBOOO']",
B,"['OOOBBBOOO', 'OOBOOOOOO', 'OOOOOOOOO', 'BOOWOWOOB', 'BBWOKWWOB', 'BOOWWOOOB', 'OOOOWOOBO', 'OOBOOOOOO', 'OOOBBBOOO']",
W,"['OOOBOBOOO', 'OOBOOOOOO', 'OOOOOOOOO', 'BOOWBWOOB', 'BBWOKWWOB', 'BOOWWOOOB', 'OOOOWOOBO', 'OOBOOOOOO', 'OOOBBBOOO']",
B,"['OOOBOBOOO', 'OOBOOOOOO', 'OOOWOOOOO', 'BOOOBWOOB', 'BBWOKWWOB', 'BOOWWOOOB', 'OOOOWOOBO', 'OOBOOOOOO', 'OOOBBBOOO']",
W,"['OOOBOBOOO', 'OOBOOOOOO', 'OOOWOOOOO', 'BOOOBOBOO', 'BBWOKWWOB', 'BOOWWOOOB', 'OOOOWOOBO', 'OOBOOOOOO', 'OOOBBBOOO']",
B,"['OOOBOBOOO', 'OOBOOOOOO', 'OOOOOOWOO', 'BOOOBOOOO', 'BBWOKWWOB', 'BOOWWOOOB', 'OOOOWOOBO', 'OOBOOOOOO', 'OOOBBBOOO']",
W,"['OOOOOBOOO', 'OOBOOOOOO', 'OOOOOOWOO', 'BOOOBOOOO', 'BBOBKWWOB', 'BOOWWOOOB', 'OOOOWOOBO', 'OOBOOOOOO', 'OOOBBBOOO']",
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOWOOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
W,"['OOOBBBOOO', 'OOOOOOOOO', 'OOOWBOOOO', 'BOOOOOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
B,"['OOOBBBOOO', 'OOOOOOOOO', 'OOOWBOOOO', 'BOOOOOWOB', 'BBWWKWOBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
W,"['OOOBBBOOO', 'OOOOOOOOO', 'OOOWBOOOO', 'BOOOOOWOB', 'BBWWKOBOB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
B,"['OOOBBBOOO', 'OOOOOOOOO', 'OOOWBOOOO', 'BWOOOOOOB', 'BBWWKOBOB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
W,"['OOOBBBOOO', 'OOOOOOOOO', 'OOOWBOOOO', 'BOBOOOOOO', 'BBWWKOBOB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
W,"['OOOBBBOOO', 'OOOOOOOOO', 'OOWOBOOOO', 'BOOOOOOOO', 'BBWWKOBOB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
W,"['OOOBBOOOO', 'OOOOOOOOO', 'OOWOBOOOO', 'BOOOOOOOO', 'BBWWKBBOB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
W,"['OOOBBOOOO', 'OOOOOOOOO', 'OOWOOOOOO', 'BOOOKOOOO', 'BBWWTBBOB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
W,"['OOOBBOOOO', 'OOOOOOOOO', 'OOWOOOOOO', 'BOOOKBOOO', 'BBWWTOBOB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",WW
